cleaned_tweets,sentiment
summer አየህ ችግሩ እዚህ ላይ እንዳንተ አይነቶቹ ግለሰብ አምላኪዎች ሎጂክ ስለማይገባችሁ ሰዎችን በሀሳብ ከሞሞገት ይልቅ ፍረጃ ይቀድማችኋል,mixed
chobinaatlas eskindernega ደግ አደረገችህ ምን ብለህ አፍህን ከፍተህ,negative
daddydripping stopthehorny ቀኑን እገዛለሁ በማንኛውም ደቂቃ አሁን ደም ተፍስሶ የተወሰደው ደም የአትክልቶችዎን አፈር ያፈሳል እንዲሁም ቤትዎን ያጥለቀልቀዋል የተቃወሙትን የንፁሀን አማኞች ደም ይነቃሉ ሞት ይመጣል ግን ወደ ሌላኛው ህይወት አያልፉም,mixed
tiletsige አትሌት ሀይሌ በጣም ጠቃሚ ነገሮችን በሀገራችን እየሰራ እጅግ ሊደነቅ ይገባል እስቲ እኔና ሀይሌ መቶ ሜትር እንሩጥና ካሸነፍኩ አንድ መኪና ለኔ ጀባ ይበሉኝ,positive
የብልፅግና ፓርቲ የአዲስ አበባ የንግድ ማህበረሰብ ውይይት,neutral
መንግስት ስለ ዲሞክራሲ ሲቀደድልህ አትስማው የሚያደርገውን ነገር በደንብ ተከታተል ያኔ አላማው ይገለጥልሀል የሀሳብ ነፃነትን የሚከለክል መንግስት ስለ ብልፅግና ቢያወራህ እንኳን ፅን ከመሀል እያወጣህ ስማው ትክክለኛ ማንነቱ ያ ነው🤷‍♂️,negative
ethzema ኢ ዜ ማ ደስይለኝ ሀሳባቹህ እንድ ዜጋ ቢሆንልን ይሄ የዘር ፓለቲካ ጠፍቶ ለምለሚትዋ ኢትዩፅያ ብንእይ ጥሩ ናቅፋ ሰሀል የኤርትራ በረሀ ለኢትዪፅያችን የወደቅ ስላም ለኢትዪጵያ,mixed
,neutral
,neutral
tseday ዷ ብቻ ባዮሎጂካል ሴትናት አንዷ ብቻ,mixed
ፈጣሪ በ ሬጌ ሙዚቃ ሆን ብሎ የቀጣን እኮ እዮብ መኮንንን ወደራሱ የወሰደብን ቀን,neutral
abiyahmedali እጅግ በጣም የሚስደስት በእውነት ቡዙዎች መነፅራቸውን ብያስተካክሉ መልካም,positive
ካቀድነው በላይ ታጋች ያስፈታን ቢሆንም ከእቅዳችን ጋ ይሰናሰል ዘንድ አንዳንዶቹን መልሰን ለአጋቾቹ ሰጥተናል ወይዘሮ ንጉሱ ጥላሁን ••• d d d,negative
eliasmeseret ጉዳዩ አገር ሰላም ብሎ የተቀመጠን ህዝብ ለበቀል የርስበርስ ጦርነት የሚቀሰቅስ,negative
,neutral
getachewgkiros drmehari abiyahmedali ያየሰው ሺመልስ ላይ የደረሰው ነገር ያሳዝናል በቃል አላምረውም ላይም በኮን ሀላፊው ንጉሱ ጥላሁ በኩል የግድያ ማስፈራሪያ እንደደረሰበት ታውቀዋል የአብይ አህመድ መንግስት ወደ ፍፁም አፋኝነት ተሸጋግረዋል ያየሰው የሸዋ ሰው,negative
,neutral
dblaeke marakiabebaw መጋኛ ይምታው,negative
fitset እንኳ እያየን ብዙ ነገሮች ተቀይረዋል መልካም አዲስ አመት ፍፄ,positive
ashenafid sitinanu ጉዳዩ ስለ ሙስና እያንዳንዱ ሰው ሙስና ይጠይቃል ማለት አይደለም ባንተ ስላልደረሰ የለም አይባልም,negative
እንደዚህ ሰው ትራምፕን ጥብጥቢ የተጫወተበት የለም,neutral
abiyahmedali የወላይታ ሊቃውንት አክቲቪስት ነን ባዮች ከህወሀት ጋር የሚያደርጉትን ግኑኝነት ባልደግፈውም አልቃወምም ምክኒያቱም ዋስትና ፍለጋ ሰው ሴጣን ጋር ሌሄድ ይችላልና,neutral
ብልፅግና ፓርቲ አዲስ ፓርቲ እንጂ የኢህአዴግ ውህድ አይደለም ኦቦ በቀለ ገርባ ለ ኦ ኤም ኤን የሰጡት አስተያየት,negative
finfinne yontr ቤሄሩን ስደግፍ ሌላዉን ጥሎ አይደለም ሁሉን ባንድ ማየት ከቻለ ብቻ ነዉ,neutral
“ጉራጌን ስትፍቀው ብትውል ጠንካራና ታታሪ ኢትዮጵያዊ የሚወጣው” ❤️ ethiopiatikdem,neutral
gfasil በኛ አካል ይጣራል የንተ መደሰት እንድንጠራጠር አርጎናል,negative
obangmetho ነፃ ለመሆን መጀመርያ የነፃነት ትርጉምን መረዳት ወሳኝ,neutral
«ባሀሩን የምታደፈርስ መስሏት አሞራ አለማወቋ ለውንብዳናዋ ትልቅ ባህር ላይ ትሸናለች እንጂ የሷ ሽንት ትልቁን ባህር የማደፍረስ አቅም የለውም» አቦ ለማ መገርሳ በሰላም አሜሪካ ገብተዋል,negative
,neutral
ቆይ ወንዶች ለበአል ምንድነው የሚለብሱት አቦ አስቀናችሁኝ እኔም ሀበሻ ቀሚስ ልግዛ እንዴ,neutral
eskindernega በትክክል ለአዲስአበቤዎች የቆመ ፖርቲ ባልደራስ ለእውነተኛ ዲሞክራሲ ✊✊ ድል ለዲሞክራሲ ✊✊✊✊❤️ ድል ለኢትዮጵያ ✊✊✊✊❤️,positive
በኤርትራ ጉዳይ በጠበጣችሁኝ ብሎ እንደቀልድ ለ ወር ዩኒቨርስቲ የዘጋ መንግስት አልጋወራሹ ተማሪ አንድ አንድ እያለ እስኪጫረስ ነውንዴ የሚጠብቀው ትምህርቱ ከደበራቸው እነሱም ይረፉ እስቲ,neutral
ህዝቡን ዲሞክራሲ እናለማምደው ከማለት ቅድሚያ መለማመድ አለባቸውይህ ህዝብ እነሱንም ነፃ ያወጣቸው jawar mohammed via ltv,neutral
ቱ በሉ የመራራ ፓርቲ በከበቡሽ ካልተዋጠ የመራራ ፓርቲ ልጥ መዋጡ ያኔ ኧረ ጀዌ ከበቡሽ ፓርቲዬን ዋጠው ቢለን መስሚያዬ ወይኔ መራራ ስሜ መራራ,negative
hanamariyam tseday abbasheger ትንሽም ቢሆን ሀሳብን በነፃነት የመግለፅ መብት ሲከበር ማ ምን መሆኑን እያየን ስንቱ የነፃነት ታጋይ ግማሽ እብድ ግማሽ ዘረኛ እንደሆነ እየታዘብን,mixed
haileyabekele ምንድን ግልፅ ያልሆነው የብሄር መብትን በሩሲያ አብዬት ያነሳው ስታሊን ሁሉ ተነስቷል የመብት ጉዳይ ሳይሆን በወቅቱ ለአብዮቱ ድጋፍ የማግፕት በሗላ ራሱ እታሊን ገዳይ ሆነግልፅ ውይይቱ ጠያቂው ማድመጥ ቢቸግረውም አንዳንዴ,neutral
dahabesha እኮ እኔው ኧረ ምን ቆርጦኝ ግን ለመቀየም በቂ ምክንያት አለኝ ብለህ ታምናለህ,positive
ትግራይና ህወሀት ለያይቶ ማየቱ ይሻላል ደሞ ይሄንን ጉዳይ ክልሉን ለማጥቃት መስማማት እንዳለ ሆኖ አለመስማማት should be acceptable ሌላው ቀጣዩ ምርጫ ሚፈታው ጉዳይ ክልሉን ለመጉዳትና ህዝቡን ለማሳቀቅ የሚደረግ ስራ ግን መቆም አለበት,positive
heyab ይቅርታ መቀሌ ያለክ መስሎኝ,neutral
awushwish አንተን ቤተሰቦችሁ ወደቃሌቲ ማረሚያ ቤት ያስገባህ,negative
theedll በጎች በሚዘረፉበት አገር አንፎጋገር,negative
አገሬ ሰው tsedimusic,mixed
መረጃ ለመንጋው የመጀመሪያውን የሻሪያ ፍርድ ቤት በአዋጅ ያቋቋሙት ቀዳማዊ ሀይለ ስላሴ ናቸው መረጃውን ጉልጉሎ ያወጣል አቻም,neutral
woldeyest abrahadesta ከምርጫ በፊት ልክ የማይታሰብ ነውእንበልና የነጃዎር ፖርቲ መንግስት ለመመስረት ወንበሮች ካጠሩት እንዷሁኑ ተንከትክቶ ከሳቀ እናየለን,neutral
አይ ሳሙኤል በቃ የምትበላውን መፖሰት አስተማርክብን ጠርገው የሚበሉት መጡ,negative
ይህ ሁሉ ለማያውቁ ሰወች እስልምና ይመስላቸዋል በጭራሽ የለውም ይህ ሰይጣናዊ ዛር አለያም አዩ ጭፋ አታላይ,negative
ወደ ሶሻል ሚዲያም ሆነ ሚዲያ ተቻኩዬ የምወጣ የምናገር ሰው አይደለሁም ለገና በአል መልእክት ሳስተላልፍ ሙስሊሞቹ ያንተን መግለጫ ይጠብቃሉ ተብዬ ተገፋፍቼ መግለጫ የሰጠሁት አቶ ተመስገን ጥሩነህ በአፋር ከተናገሩት,mixed
,neutral
,neutral
ሰላምና ፍትህ እንኳን ለሀገር ልማት ለግለሰብም ወሳኝ ነውመንግስት ለዲሞክራስ መሰረት የሆኑትንና ዲሞክራሲን ወልደውና ደግፉው በህይወታቸው ያመጡትን የያዙትን ያቀኑትን የትግራየኦሮሞና የሲዳማ ህዝብ በተክንክ በታትክ ጠርንፎ ልማት ከንቱ,positive
bbc news አማርኛ በጠገዴ ከታዳጊዎቹ ግድያ ጋር በተያያዘ የተጠረጠሩ ተይዘዋል ክትትሉ ቀጥሏል የወረዳው ፖሊስ,neutral
,neutral
nigga የወቅታዊ ደረጃ asshole ደረጃ እርምጃ sister አንድ ዶሎፊን ባልተለመደ ቋንቋ እንዲፅፉ የሚያደርግልዎትን ቪዲዮ አይወርዱ ሀጎስ ዮጋ ለትርጉም የማይሰጥ,mixed
ኮምቦልቻ የሞጣ ሙስሊሞችን ጉዳይ አስመልክቶ በኮምቦልቻ ታላቅ ሰላማዊ ሰልፍ እየተካሄደ ይገኛል,neutral
,mixed
ዛሬ አርማጭሆ ህፃን የታገተባቸው ቤተሰቦች እንደነገሩኝ ከሆነ ከለሊት ጀምረው ለመንግስት ስልክ ቢደውሉም እስካሁን አንድም የመንግስት የፀጥታ አካል አልደረሰላቸውም,neutral
ያልተረጋጋች ሀገር ምርጫ አያስፈልጋትም,negative
እግዚአብሄር ኢትዬጵያንና ህዝቦቿን ይባርክከጠባቦችና ከአክራሪዎች,mixed
ይሄ የምታዩት ተራራና ሸለቆ በሙሉ እርሻቸው እህል ተሰብስቦ ጎተራ በገባበትና መሬቱ ረፍት ላይ በነበረበት ወቅት የሄድኩት…የአካባቢው ሰው በመንገድ ሲያልፍ ነዋሪውን ሰላም የሚለው እንዲህ ልክ አጎቴ ድምፃቸውን ከፍ አርገው,neutral
አሜን በረከታቸው ይድረሰን,positive
,neutral
ኑ ሰፈር እቺን አስገራሚ መኪና ወ ቤት ላሳያችሁ,neutral
gtwtwnow yaredalegesse ይሁን ከተባለማ የብሄር ፌደራሊዝምን ማጥፋት ያሬድ ያለው ነገር አሁን ያለውን ህገ መንግስት በማክበር ረገድ የአማራን ክልል የሚያክል የለም ለማለት ሁሉም ግን ዘነዘናውን የዞ የሚነሳው በአማራው ላይ,neutral
,positive
wurye tweetofmicky ውይ በፈጣሪ የእለቱም ትዝ ካለሽ በቂ ልደት ምናምን ላይ ብዙም አይደለሁም ኧረ,mixed
eskindernega እንኳን አደረሰህ ከነመላው ቤተሰብህ እሴኬው ውድ የኢትዬጲያ ልጅ,neutral
kibruyisfa አሁን ያሉትም ያው ናቸው ባክህ ምን ተቀየረ መሪው ያለውን አሜን እያለ የሚቀጥል ካድሬ መሪው ደግሞ ከእኔ በላይ አዋቂ የሚል ቱልቱላ,negative
,neutral
fairytale addisact ወይኔ ቁርጭምጭሚቱ ሲያምር በጌታ የምትል ልብ አድርቅ ትጥፋ,neutral
በምን ይገለፃል የትውልዴ አበሳ ከመንበርከክ ብዛት መራመድ የረሳ ያልፋል ተለጉሞ ያልፋል ተከርችሞ የጉልበቱን ኮቴ ምድር ላይ አትሞ በስ,neutral
,mixed
nafkotaschenaki ባክሽ ፒፕሉ ሲያሽቋልጥ ባለፈውሳምንት ፍትህ ለቀይ ቀለም እሲኪያስብል ቀይ ለብሶ ህዝቤ ሶሻል ሚዲያውን አጨናነቀው ደሞ አሁን ይሄ ምነው ሸዋ,negative
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ፍትህ ለስዳማ ምሁራን ወር ሙሉ ያለጥፋታቸው ለታሰሩት,negative
ደደቡ አረፋው የኢትዮጵያው ጠሚ አብዪ ከኤርትራው አያቶላህ ኢሰያስ የወሰደው ምክር consulation እየተጋለጠ ጀዝባና አረፋ አብዪ የአለም ማሰብን ያታለለ መስሎታል🤣,negative
ኤክሳይስዝ ታክስኤክሳይዝስታክስ ምን ማለት ነውአማርኛውን በወጉ ለማይናገር ህዝብ,neutral
tseday እንደዚ አይነት ተረት ተረት አሁን አለ እንዴ በኢትዮጵያ ያሳፍራል በጣም,negative
ሰላም ይብዛልን,positive
ለቤት ተቆራጭ ብዙ ታማኝነት ሉላችይ ርገናመ ስንያቢ ደህ ምኙገላአ ትነይባቀተ ፍገደመበ ታጦስ ንተንአየ ልቭፓ ርተክዶ,neutral
የብዙ ነገሮችን ሀቅ እንጠብቅ እናውቅ ይሆናል ነገር ግን በጣም የቸገረን የአላህን ሀቅ አለመጠበቃችንና አለማወቃችን,positive
mehpersie ኢትዮጵያዬ ያበራችበት ቀን ደጋጓቹ ፀጋ ዘአብ እግዚሀርያ የወንጌል ገበሬ ፃድቅ ንፁህ የጠራ የተፈተነ ተጋድሎው ያማረ ፍሬ ለአለም ያበረከቱበት ልዩ ቀን,positive
rt asemahagnaseres የመኪና አደጋን ለመከላከል አዲስ እይታና አቀራረብ ያስፈልገናል የመኪና አደጋ ዜጎቻችንን እየበላ ዛሬ በደህና ከቤታችን ወጠን በጤና ስለመመለሳችን አብዝተን የምንጨነቅበት ወቅት…,neutral
rt drdanyy …ወንድሞች ሆይ እውነተኛ የሆነውን ነገር ሁሉ ጭምትነት ያለበትን ነገር ሁሉ ፅድቅ የሆነውን ነገር ሁሉ ንፁህ የሆነውን ነገር ሁሉ ፍቅር ያለበትን ነገር ሁሉ መልካም ወሬ ያለበትን ነገር ሁሉ በጎነ…,positive
ትዊተር ላይክና ሪትዊትን ወደ ገንዘብ በመቀየር የካምፔይናችን ተሳታፊ እንዲሆን ካልጠየቅን በስተቀር ሁኔታው አባሆይ ጋሪያን የመግፋት ያህል እየከበደ,neutral
,positive
,negative
የሰው ልጅ የመስከንን ጥቅም ከቡና መማር አለበት,positive
pmethiopia ሀገራችን ለዚህ መብቃቶ በጣም ያሰደሰታል እግዚአብሄር ይመሰገን አሜን,neutral
rt miniliksalsawi ምክትል ከንቲባ ታከለ ኡማ በቢሮዎችና ማዘጋጃ ቤት ስር የሆኑ ተቋማትን ተጠሪነት ወደ ራሳቸው እያዞሩ የአለም ባንክና የከተማ ልማትና ቤቶች ሚኒስቴር ድርጊቱን ተቃውመዋል wazema…,negative
kefiradechatu madyyonas ቢኒ በድፍኑ አደረግሽቅው እኮ የተናገረው ምንድነው,neutral
በሊቢያ በጦር ማሰልጠኛ ተቋም ላይ በደረሰ ጥቃት ሰዎች ተገደሉ,negative
tsedalelemma ድርጅቱ ከተቋቋመው አላማ ውጪ እየተንቀሳቀሰ የሚል ዜና እንዳንሰማ እንዴት እኝህ የምያክል ጉመት ፖለቲከኛና የኢትዮጵያዊያን ህዝብ ተወዳጅ ከነፍሰበላው ጃዎር ጋር ይመሰጥራልበነፍስ ማጥፉት ሴራ ውስጥ ነበሩ ማለት አዋሽ ባንክ ተበላ,negative
የሚገርመኝ አቢ ንፁህ ሰብአዊና ደሞክራስያዊ ሰው እንደሆነ የሚናገረውታድያ ለኢሳይያስ ምኑን ወዶለት ይህን ያክል ፍቅርን አክብሮት የሚያሳየውኢሳይያስኮ ደሞክራሲ የማይፈልግ አምባገነን ጨቋኝ መሪ,neutral
የአማራ መገናኛ ብዙሀን ዛሬ አክሱም ማለት አገውኛ ትርጉሙም ውሀ ሹም ማለት አለ አሉ stalin gebreselassie አማራ መገናኛ ብዙሀን ማለት ጉራጊኛ ትርጉሙም ምን አይነት በያይነቱ ማለት,neutral
ለመጀመሪያ ግዜ አርብ የሚመስል ሰኞ ዛሬ አየሁ,neutral
eskindernega ትለያለህ እኮ እግዚአብሄር አንተን የኢትዮጵያ ጠቅላይ ሚኒስትር ያርግልኝ,positive
የመጀመሪያ ትግል ሲጠንቀቅ በሰላም ወደ ቤቱ የገባ “ቄሮ” አለ የሚባለው በምክንያት ዛሬ በምትነግሰው አክሱም ፂዮን ማሪያም ክብረበአል ላይ እየጨፈረ ታቦት ያስገባ ደጉና ሀገሩን የሚወድ “ቄሮ” እንዳለ ለአለም አስመስክሯል,neutral
